Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,批發商戶 Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant 批發商戶 Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
商品編號 （切勿更改),商品名稱 (英文),商品名稱 (繁體中文),商品摘要 (英文),商品摘要 (繁體中文),SEO標題 (英文),SEO標題 (繁體中文),SEO簡介 (英文),SEO簡介 (繁體中文),SEO關鍵字,隱藏商品,預購商品,預購提示 (英文),預購提示 (繁體中文),上架狀態,商品品牌,隱藏價格,商品原價,商品特價,實體店價格,商品會員價,銅級會員價,銀級會員價,金級會員價,批發商戶價,無限數量,價格一致,商品成本,商品貨號,數量 (參考用，請勿修改),增減數量 (例: +5 或 -8),重量(公斤),供應商,商品管理標籤,款式編號 （切勿更改),款式 (英文) (勿更改),款式 (繁體中文) (勿更改),款式數量 (參考用，請勿修改),增減款式數量 (例: +5 或 -8),款式價格,款式特價,款式實體店價格,款式會員價,款式銅級會員價,款式銀級會員價,款式金級會員價,款式批發商戶價,款式成本,款式重量(KG),款式貨號,儲位編號,製造編號,商品條碼編號,庫存參照值(切勿更改),出貨倉庫(參考用，請勿修改),商品名稱參照值0(切勿更改),商品名稱參照值1(切勿更改)
63b4f844c16f58001afd9b5c,lubets Mix 7-Pack,lubets 天然有機隨身片綜合包,,,lubets Mix 7-Pack,lubets 天然有機隨身片綜合包,"This pack includes the full range of Lubets lubricants, orgasm enhancers, and massage oils.A total of 7 sample size products designed to give you a taste of absolutely everything we have to offer.7 Lubets, 7 colors, 7 unique ways ",來自西班牙的品牌lubets，彈指之間，享受愉悅。單片份量，給你剛剛好的快樂。最熱銷的隨身片綜合包，一包帶走lubets全系列天然產品，想要體驗從前戲到主菜的快感？綜合包給你剛剛好的份量，足夠你一夜纏綿。隨身片綜合包內含：⊛ 水性潤滑液⊛ 溫感水性潤滑液⊛ 油性潤滑液⊛ 女士高潮提升液⊛ 男士高潮提升液⊛ 男士延時凝膠⊛ 暖感按摩油⊛ 成份天然低敏⊛ 各款一片，共七片；4ml x 7片⊛ 西班牙製造            ,,N,N,,,Y,lubets,N,158,0,,0,0,0,0,0,N,,79,WD0002481,3,+0,1,,,,,,,,,,,,,,,,,,,LB_MIXPACK_7EN,,8436586760298,63b4f845c16f58001afd9b63,Primary,442c5b66efab2f258e7efb1b4f66b87a,c3dac15e0a530f91dbf810716d6e4425
63b5474dc975f2000ea4c5c1,Sistalk Monster Pub Magic Kiss Charging Stand,Sistalk 小怪獸 魔吻專用充電座,,,Sistalk Monster Pub Magic Kiss Charging Stand,Sistalk 小怪獸 魔吻專用充電座,,,,N,Y,,,Y,Sistalk,N,80,0,,0,0,0,0,0,N,,40,WD0002488,0,+0,1,,,,,,,,,,,,,,,,,,,,,35306544,63b5474dc975f2000ea4c5c6,Primary,e04508f96884c12182eb591d259e9855,7798cad6fe4bf072781042662f0e9960
63b63791566f98001383bd8d,TENGA LED LIGHT PREMIUM VACUUM LIGHT,TENGA LED LIGHT 夜燈 PREMIUM VACUUM LIGHT,,,TENGA LED LIGHT PREMIUM VACUUM LIGHT,TENGA LED LIGHT 夜燈 PREMIUM VACUUM LIGHT,Spend the night with the sparkling TENGA.10th Anniversary Limited EditionThe sparkling TENGA that lights up the night is finally here!The popular TENGA has become the perfect LED light for your interior.Spend a late night with the,與閃耀的 TENGA 共度深夜。十周年限量特別版照亮夜晚的閃耀 TENGA 終於來了！廣受歡迎的TENGA 已成為您室內裝飾的完美 LED 燈。與發光的 TENGA 一起度過一個深夜。產品尺寸：長69×寬69×高155 (mm/公厘)產品重量：95g維持時間：約12小時附送：3A 電 x 2,,N,N,,,N,TENGA,N,119,0,,0,0,0,0,0,N,,59.77,WD0002489,0,+0,1,,,,,,,,,,,,,,,,,,,,,4560220556085,63b63792566f98001383bd92,Primary,f9792e7d4e46267d5050143795e145ea,db9df305e1dcd714c71117bf4bdc31e3
63b65227eb9fed0020588c4e,Monster Pub 2 Remote Vibrators Dr. Whale (Excited/Premium Version),小怪獸2 鯨魚博士 (青春版/健康版),,小怪獸是全球首款智能互動感應女生玩具。小怪獸2代為照顧女孩的內外 GC 重點而全身進化，獨有的頭尾雙馬達環繞立體震模式( Stereo Waves™ )，來回環繞穿梭帶來超乎想像的3D立體震感。App超時空遙控功能，再遠的問題都能指尖解決，台北在遙控，巴黎在震動！ 智能加溫功能，為妳用心準備剛剛好的溫度。,Monster Pub 2 Remote Vibrators Dr. Whale (Excited/Premi,小怪獸2 鯨魚博士 (健康版),,風靡中、日、韓、台，在台灣大賣過百萬台的小怪獸， 終於正式登陸香港了！ 由包裝、外觀、功能，100%真正為女生而設計的品牌， 為妳帶來可愛的惡魔先生、鯨魚博士、哥斯拉大師， 希望讓女生能放膽談性、探索自己，成為一個更自信美麗的妳～  小怪獸2代在設計、功能上均有大幅度躍進， 採用人體工學U型設計，貼服地同時按摩G點、C點， 獨創環繞立體震，兩邊的震動器給妳最有感的按摩， 每次喚醒小怪獸，它都能給妳42°C的暖心體驗，帶來最溫暖的陪伴～  市面上功能最完備好,"小怪獸2 鯨魚博士,小怪獸2鯨魚博士,小怪獸鯨魚,小怪獸青春版,小怪獸健康版",N,N,,,Y,SISTALK 小怪獸,N,868,0,,0,0,0,0,0,N,N,334.17,WD0002106,11,,1,,,63b65756c2ce050023f5a9a7,,健康版,3,+0,868,0,,0,0,0,0,0,445,1,WD0002106,mp2-b-y,,6971668340385,63b65756c2ce050023f5a9b0,Primary,06ee5e9391bdcf17714f29517c306b9d,6cec2b54a0f24e28c264c9e52cb6feec
63b65227eb9fed0020588c4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63b65756c2ce050023f5a9a8,,青春版,0,+0,658,0,,0,0,0,0,0,326,1,WD0002107,mp2-b-y,,6971668340781,63b65756c2ce050023f5a9b5,Primary,43e38b213f8c64e682f86e97e4d45cdd,85bef6c0aea2c682cbfd99a9645f2af0
63b7a92ba1a03c0023fc276a,Mystery Bag Men Series (Deluxe/Standard/Starter),【幸運福袋】男士系列 (高價版/低價版/初階版),,"男士系列幸運福袋保證總值至少7折。

初階版$188 男士玩具 x1 (有機會得到Arcwave Ghost  + ROMP Mosh BJ 透明飛機杯) 
入門版$388: 男士玩具 x1 (有機會得到Arcwave Pow 吸力控制自慰器) 
豪華版$688: 男士玩具 x1 (有機會得到Boners 震動模擬口交自慰器)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Men Series (Deluxe/Standard/Starter),【幸運福袋】男士系列 (高價版/低價版/初階版),,保證總值至少7折,,N,N,,,Y,,N,688,0,,0,0,0,0,0,N,N,0,,0,,1,,,63bbaa1aab3289001a6aa537,,高價版,0,+0,688,0,,0,0,0,0,0,0,1,,,,WD0002490,63bbaa1aab3289001a6aa540,Primary,30fdb042b49c2266db55957feeb56148,e8358dbb223f550d165f314ceb6cfbf0
63b7a92ba1a03c0023fc276a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bbaa1aab3289001a6aa538,,低價版,0,+0,388,0,,0,0,0,0,0,0,1,,,,WD0002491,63bbaa1aab3289001a6aa545,Primary,b3ed85890de3836b0ce88ee71d9fa4dd,bbb66a913cc9e80c3dca57c0e6f39801
63b7a92ba1a03c0023fc276a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bd36762359b7000e8405bb,,初階版,0,+0,188,0,,0,0,0,0,0,0,1,,,,WD0002522,63bd36772359b7000e8405c0,Primary,5e72e89619963e8f532ea99cab8f98cb,99d38160aecf45410214bc208b7fd0d8
63b7aa4f0583490017e1ce94,Mystery Bag Female Series (Deluxe/Standard/Starter),【幸運福袋】女士系列 (高價版/低價版/初階版),,"女士系列幸運福袋保證總值至少7折。

初階版$188: 女士玩具 x1 (有機會得到ROMP Beat 子彈形按摩棒) 
低價版$388: 女士玩具 x1 (有機會得到SISTALK 小怪獸 溫熱兔子G點怪獸棒 惡魔先生 粉紅色) 
高價版$688: 女士玩具 x1 (有機會得到Je Joue Juno G點震動按摩棒 (紫色/粉紅色/黑色))

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Female Series (Deluxe/Standard/Starter),【幸運福袋】女士系列 (高價版/低價版/初階版),,保證總值至少7折,,N,N,,,Y,,N,688,0,,0,0,0,0,0,N,N,0,,-1,,1,,,63bbac84c92900000e53dfe2,,高價版,0,+0,688,0,,0,0,0,0,0,0,1,,,,WD0002492,63bbac84c92900000e53dfeb,Primary,d6a6c142bf46ace6d652a25d18f1c3e8,7690a253b7be9ec121553be9b7bbe6a7
63b7aa4f0583490017e1ce94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bbac84c92900000e53dfe3,,低價版,-1,+0,388,0,,0,0,0,0,0,0,1,,,,WD0002493,63bbac84c92900000e53dff0,Primary,13b4b5602635601cbfd1ae3f8d450428,60196d3cd31339acf7bf6357f7bb5427
63b7aa4f0583490017e1ce94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bd36e5fa9bdf0019c4f6b5,,初階版,0,+0,188,0,,0,0,0,0,0,0,1,,,,WD0002523,63bd36e6fa9bdf0019c4f6ba,Primary,40389cffa3cc7ba89264f98043bb1d92,0e5f5e1f7c3e4344ea1b69948a76c572
63b7acb9c99cce001d3e19c3,Mystery Bag Female Vibrating Massager (Standard/Deluxe),【幸運福袋】女士震動棒福袋 (入門版/豪華版),,"女士震動棒幸運福袋(入門版)保證總值 $388 以上。
女士震動棒幸運福袋(豪華版)保證總值 $1588 以上。

入門版$288: 震動棒 x1 (有機會得到Wonderlust Harmony G點按摩棒 粉紅色) 
豪華版$1288: 震動棒 x1 (有機會得到Womanizer Duo 雙頭陰蒂吸啜按摩棒)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Female Vibrating Massager (Standard/Deluxe),【幸運福袋】女士震動棒福袋 (入門版/豪華版),,,,N,N,,,Y,,N,1288,0,,0,0,0,0,0,N,N,0,,-1,,1,,,63bbc2c2c61b5900205e5d8f,,入門版,-1,+0,388,0,,0,0,0,0,0,0,1,,,,WD0002494,63bbc2c2c61b5900205e5d98,Primary,bae16e91b80b25256a12943dcbb93e90,87fc633ce62e3f29e30cdd3843d49600
63b7acb9c99cce001d3e19c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bbc2c2c61b5900205e5d90,,豪華版,0,+0,1288,0,,0,0,0,0,0,0,1,,,,WD0002495,63bbc2c2c61b5900205e5d9d,Primary,f2163ea62c717f1ebdc05fad2908a75e,d5085f5d10eb6529ec555f83ae77bb7a
63b7ad3b367e1400235a5039,Mystery Bag Female Clitoral Sucker,【幸運福袋】女士吸啜器福袋,,"女士吸啜器幸運福袋保證總值至少$1000 以上。

$888: 女士吸啜器 x1 (有機會得到Womanizer Classic 2 陰蒂愉悅吸啜器)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Female Clitoral Sucker,【幸運福袋】女士吸啜器福袋,,,,N,N,,,Y,,N,888,0,,0,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002496,63b7ad3b367e1400235a503d,Primary,83b66a24d95f0efac02cc34af997159a,a5b66c14c23d63bf55cd47e24631f584
63b7ad9c439784001d000c6f,Mystery Bag Partner Box,【幸運福袋】情侶福袋,,"情侶幸運福袋保證總值$1088至$1788。

$888: 情侶玩具 x1 (有機會得到Je Joue The Nice and Naughty Gift Set Naughty Collection 四合一套裝禮盒)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Partner Box,【幸運福袋】情侶福袋,,,,N,N,,,Y,,N,888,0,,0,0,0,0,0,N,,0,,-1,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002497,63b7ad9d439784001d000c73,Primary,b88159e184f1a42acbeb374cf7c9cea6,2e99ca7cd38ea244ef61404de49ef404
63b7ae64a942be001df5da6f,Mystery Bag Male Electric Masturbation Cup (Standard/Deluxe),【幸運福袋】男士電動飛機杯福袋 (入門版/豪華版),,"男士系列電動飛機杯幸運福袋入門版保證總值至少$788。
男士系列電動飛機杯幸運福袋入門版保證總值至少$1288。

入門版$588: 電動飛機杯 x1 (有機會得到Erocome Antlia 唧筒座 仿口愛夾縮吸啜電動飛機杯 黑色)
豪華版$1088: 電動飛機杯 x1 (有機會得到Otouch Inscup 2 加熱吸啜電動飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Male Electric Masturbation Cup (Standard/De,【幸運福袋】男士電動飛機杯福袋 (入門版/豪華版),,,,N,N,,,Y,,N,1088,0,,0,0,0,0,0,N,N,0,,0,,1,,,63bbd64bf0be69000e923227,,入門版,0,+0,588,0,,0,0,0,0,0,0,1,,,,WD0002498,63bbd64bf0be69000e923230,Primary,6ae571014eae39cf68036299ae9bd202,3d07636a0f7637b6a60fd0cf7c4ac127
63b7ae64a942be001df5da6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bbd64bf0be69000e923228,,豪華版,0,+0,1088,0,,0,0,0,0,0,0,1,,,,WD0002499,63bbd64bf0be69000e923235,Primary,3ebd4cad07b7f6a594cdb8e19b1f1a3e,0ae5bfb389709523e5f3d50aff8751f4
63b7aeed7df58000176a6b93,Mystery Bag Porn Star Anaholes,【幸運福袋】男士名器福袋 (女優版),,"男士系列幸運福袋保證總值至少$500。

$388: 女優名器 x1 (有機會得到KMP FOXY HOLE Plus 稻場流花 女優名器飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Porn Star Anaholes,【幸運福袋】男士名器福袋 (女優版),,,,N,N,,,Y,,N,388,0,,0,0,0,0,0,N,,0,,-2,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002500,63b7aeee7df58000176a6b97,Primary,c45d25e6796f673d0eb2d82b3aabd194,70341a8fc3d4416340bca5fa47672a83
63b7af404397840017000c9c,Mystery Bag Anime Anaholes,【幸運福袋】男士名器福袋 (動漫版),,"動漫名器幸運福袋保證總值至少$500。

$388: 動漫名器 x1 (有機會得到Toys Heart 魅惑的大姊 聰明女狐系 動漫飛機杯)

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Anime Anaholes,【幸運福袋】男士名器福袋 (動漫版),,,,N,N,,,Y,,N,388,0,,0,0,0,0,0,N,,0,,-6,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002501,63b7af414397840017000ca0,Primary,f68eef19359fe5e8de4df4364ca48947,62b5ab16315bc93c1864bd7cda3ef4d9
63b7af77ffdea5001d05f694,Mystery Bag BDSM,【幸運福袋】BDSM福袋,,"$388: BDSM用品

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag BDSM,【幸運福袋】BDSM福袋,,,,N,N,,,Y,,N,388,0,,0,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002502,63b7af77ffdea5001d05f698,Primary,b33ba37d20a4f658f7b35ff9a31347ed,e4014b7dcb27f5dfcc8dca0fb3392153
63b7afd3e27537000e423115,Mystery Bag Anal Products,【幸運福袋】後庭福袋,,"$388: 後庭用品

*此商品不適用於即日門市自取的送貨方式。",Mystery Bag Anal Products,【幸運福袋】後庭福袋,,,,N,N,,,Y,,N,388,0,,0,0,0,0,0,N,,0,,0,+0,1,,,,,,,,,,,,,,,,,,,,,WD0002503,63b7afd3e27537000e423119,Primary,a6dea0f9cd1db3181d69cc13e2da50ca,2337c8367532386b4c8b47d47f048a1a
63bba45b2630730020896e96,SN-430 Sex Slave Training,SN-430 性奴調教,"Size: One size fits everyone
*Stockings not included","大小：一個尺寸適合所有人
* 不含絲襪/網襪",SN-430 Sex Slave Training,SN-430 性奴調教,Size: One size fits everyone,大小：一個尺寸適合所有人,"SN-430,性奴調教,性奴,調教,Sex Slave,Training,Naughty Clothes,",N,Y,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,Sexy Night,N,199,0,,0,0,0,0,0,N,,79.6,,0,+0,1,,,,,,,,,,,,,,,,,,,,,98000301,63bba45c2630730020896e9c,Primary,3d8aa9648369ec3145aeafe8add42810,ac915741eb11cff1d9237faa5b03dc3a
63bbbeff4805da001715c440,SN-153 Love Bunny Girl (Red),SN-153 情迷兔女郎 (紅色),,,SN-153 Love Bunny Girl (Red),SN-153 情迷兔女郎 (紅色),Free SizeProduct made in China,均碼產地：中國,,N,Y,"This product is a pre-order product. It will arrive in about 7-14 working days, thank you for your patient! (AVAILABLE does not mean in stock)",此商品為預購商品，大約7-14工作天到貨，請耐心等候♡（尚有庫存不代表有現貨）,Y,Sexy Night,N,228,0,,0,0,0,0,0,N,,68.4,,0,+0,1,,,,,,,,,,,,,,,,,,,,,15268889,63bbbf004805da001715c447,Primary,8c8b490adbc346a20268052f1f65bd0d,579244b2a7b304f15a2e3969971ff7d0
63bce503b870db001ab3e416,We-Vibe Sync 2 (Indigo/ Purple/ Pink),We-Vibe Sync 2 情侶共用震動器 (靛藍色/ 紫色/ 粉紅色),,,We-Vibe Sync 2 (Indigo/ Purple/ Pink),We-Vibe Sync 2 情侶共用震動器 (靛藍色/ 紫色/ 粉紅色),"Waterproof IPX7Enjoy in a bath or shower with IPX7 waterproofingUSB rechargeableEasy, fast and reliable recharging with USB cableWhisper quietNear-silent yet powerful whisper quiet vibrationsErgonomic shapeDesigned &amp; shaped to",Sync 是一款配備強勁震動功能的免提式情侶震動器。進行親密接觸時佩戴 Sync，即可安心享受最恰到好處的陰蒂和 G 點刺激體驗。透過 We-Connect™ 即可隨時隨地操作 Sync、分享操作權限，並可因應需要作調整，包括選用獨家的節拍和輕觸模式。產品特色:可按體型調節​型格的二合一充電儲存盒，方便隨時攜 帶 Sync 外遊先進遙控功能防水2 小時內完成充電操作時間長達 90 分鐘靜音操作充電提示透過 We-Connect™ 應用程式使用獨家的輕觸及節,,N,N,,,N,,N,1180,0,,0,0,0,0,0,N,Y,551,,8,,0,,,63bce503b870db001ab3e410,Indigo,靛藍色,3,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,0,WD0002504,,,4251460619332,63bce504b870db001ab3e420,Primary,e504b43ec197c1d4d108a34e257c5388,14562d767a43c9f769b5614a55b411fd
63bce503b870db001ab3e416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bce503b870db001ab3e411,Purple,紫色,3,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,0,WD0002505,,,4251460619356,63bce504b870db001ab3e425,Primary,3c63e42af6321bf39db80713d6edf5b6,65202cc72c5e4f324524e010e050a75e
63bce503b870db001ab3e416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bce503b870db001ab3e412,Pink,粉紅色,2,+0,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,價格一致,0,WD0002506,,,4251460619349,63bce504b870db001ab3e42a,Primary,7b2d213f3842c40794fa82c55f1c1bd4,6ff81e4d69fb88d8314e15bfb27e3bee
63bd03c5e1b72600233162a6,PLAY & JOY POWERMAN Maca Vitality Capsules,PLAY & JOY POWERMAN 瑪卡活力膠囊,,,PLAY & JOY POWERMAN Maca Vitality Capsules,PLAY & JOY POWERMAN 瑪卡活力膠囊,"How to eat:Take 1-2 capsules after breakfast and dinner every day, and you can increase or decrease according to your physical fitness.preservation method:Please store in a cool and dry place, avoid direct sunlight, and consume as",食用方式：每日早晚飯後1-2顆，可依個人體質酌量增減。保存方法：請存放於陰涼乾燥處，避免陽光直射，打開鋁箔封膜後應盡快食用完畢。注意事項：請依循每日建議量食用，多食無益。特殊疾病者、體質過敏者及服用藥物者，食用前請先諮詢醫師。食用後若有身體不適症狀，請立即停用本產品並諮詢醫師。內容：570毫克/顆 30顆/盒（食品）膠囊成分：明膠、食用紅色六號、二氧化鈦、甘油、硫酸月桂酯鈉、食用監色一號、純水成分：L-精胺酸、馬卡粉、微結晶狀a – 纖維素、紅景天萃取物(,,N,N,,,Y,PLAY JOY,N,328,0,,0,0,0,0,0,N,,158,WD0002515,15,+0,1,,,,,,,,,,,,,,,,,,,,,4710243540503,63bd03c5e1b72600233162ab,Primary,c5461a041ae661512070d47eaa1871f9,005b6436a5cfa2490627ac33369cbdd9
63be3b798bed76000e226935,OUCH Subversion Mask Dark,OUCH Subversion 黑色面罩,,,OUCH Subversion Mask Dark,OUCH Subversion 黑色面罩,Make sure that your slave remains incognito with this Subversion mask. This comfortable mask with an opening for the mouth and the eyes is designed to be able to be stretched over the entire head. The lightweight fabric is breatha,確保您的奴隸使用此 Subversion 面罩保持隱身狀態。這款舒適的面罩帶有嘴部和眼睛開口，設計成能夠伸展到整個頭部。輕質面料透氣，聽力沒有問題，最好的是……您的奴隸仍然可以看到您，仍然可以使用他或她的嘴巴！材質：氨綸重量：60克顏色：黑色,,N,N,,,N,OUCH,N,218,0,,0,0,0,0,0,N,,74.7,WD0002509,3,+0,1,,,,,,,,,,,,,,,,,,,,,8714273949523,63be3b798bed76000e226939,Primary,2f89965910c3238a24d2453bc72b666a,8717810b58c9a65fbe56a76e6a0302a0
63be419c38835a000e4b0d5b,Ero By Hot Long Time Delay Spray,Ero By Hot 延時噴霧,,,Ero By Hot Long Time Delay Spray,Ero By Hot 延時噴霧,Long Time delay spray prolongs pleasure for an even more enjoyable love play. The spray contains nurturing oil and does not contain narcotics such as lidocaine or benzocaine. The special combination of cooling and suppressing natu,Ero By Hot 延時噴霧可延長愉悅感，帶來更愉快的愛情遊戲。噴霧含有滋養油，不含利多卡因或苯佐卡因等麻醉劑。冷卻和抑制天然提取物的特殊組合為用戶提供全新的感覺並延遲性高潮以確保您可以保持更長時間。成分：酒精、水（水）、甘油、泛醇、桉樹葉油、冰毒葉油、薄荷醇、檸檬烯重量：76克內容量：50 毫升,,N,N,,,N,Ero By Hot,N,108,0,,0,0,0,0,0,N,,43,WD0002263,5,+0,1,,,,,,,,,,,,,,,,,,,77305,,4042342003109,63be419c38835a000e4b0d5f,Primary,f63ff9e2496f2e76406a1ceeefbb3c5e,e4f899a0e894a8fe7cce44b51960f5ff
63be5d129ad855001418f536,BESIRED Suspender Body Marella,BESIRED 網面緊身連身衣,,,BESIRED Suspender Body Marella,BESIRED 網面緊身連身衣,"Enjoy this fantastic and dazzling collection. Each piece is designed to make your body feel free and daring, the fabric has patterns that highlight your most sensual parts to make you feel irresistible. Come and dare to feel more ",享受這個奇妙而令人眼花繚亂的收藏。每件單品都旨在讓您的身體感到自由和大膽，面料上的圖案突出了您最性感的部位，讓您感到無法抗拒。快來感受比以往任何時候都更有吸引力和力量。這款壯觀的緊身連身衣配有內置吊襪帶，可在您的身體上勾勒出性感線條。面料非常柔軟有彈性，沒有封口，讓您感覺非常舒適。網眼圖案和孔洞凸顯您的身材，讓您盡情發揮想像力。為那個特殊的日子帶來大膽的觸感。材質：92% 聚酰胺，8% 彈性纖維重量：45克,,N,N,,,N,BESIRED,N,158,0,,0,0,0,0,0,N,,50,WD0002521,4,+0,1,,,,,,,,,,,,,,,,,,,,,8719934008687,63be5d139ad855001418f53b,Primary,105d3c8773c7b92d7ca15429e4fb193d,a0d9937dcb819189cc6a46172357ac69
63be5feef602dc0017b76709,BESIRED Lora 2 Piece Set Black,BESIRED Lora 內衣套裝 黑色,,,BESIRED Lora 2 Piece Set Black,BESIRED Lora 內衣套裝 黑色,"Enjoy this fantastic and dazzling collection. Each piece is designed to make your body feel free and daring, the fabric has patterns that highlight your most sensual parts to make you feel irresistible. Come and dare to feel more ",享受這個奇妙而令人眼花繚亂的收藏。每件單品都旨在讓您的身體感到自由和大膽，面料上的圖案突出了您最性感的部位，讓您感到無法抗拒。快來感受比以往任何時候都更有吸引力和力量。這款令人驚嘆的內衣套裝露臍上衣是您衣櫥的必備單品。它完美貼合您的身體，柔軟而有彈性的面料也讓這款套裝非常適合日常穿著。帶孔的透明網狀圖案會讓您感覺非常靈活和性感。材質：92% 聚酰胺，8% 彈性纖維重量：45克,,N,N,,,N,BESIRED,N,168,0,,0,0,0,0,0,N,,50,WD0002520,4,+0,1,,,,,,,,,,,,,,,,,,,,,8719934008656,63be5feef602dc0017b7670d,Primary,41dac4b319ecf1670673ec429e457fcd,26861d2cd753513dc911fbe3f1232ada
